,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
RPS19.1,RPS19,1.02E-184,-2.309773233,0.998,0.997,1.94E-180,B cell
PRDX4.1,PRDX4,1.07E-184,1.883827048,0.98,0.116,2.04E-180,B cell
RPL27A.1,RPL27A,2.44E-184,-2.33506311,0.993,0.996,4.67E-180,B cell
RPS23.1,RPS23,2.79E-184,-2.463156693,0.985,0.997,5.32E-180,B cell
RPS24.1,RPS24,1.81E-183,-2.407061056,0.974,0.991,3.46E-179,B cell
RPL11.1,RPL11,5.89E-183,-2.312837361,0.994,0.996,1.13E-178,B cell
RPL13A.1,RPL13A,3.69E-182,-2.086998173,1,0.999,7.04E-178,B cell
RPL19.1,RPL19,3.88E-182,-2.246730027,0.994,0.999,7.41E-178,B cell
RPL26.1,RPL26,6.02E-181,-2.538569832,0.974,0.991,1.15E-176,B cell
RPL30.1,RPL30,7.71E-181,-2.694753517,0.974,0.99,1.47E-176,B cell
RPS27A.1,RPS27A,1.34E-180,-2.306675415,0.994,0.999,2.57E-176,B cell
RPS27.1,RPS27,1.84E-180,-2.419492131,1,1,3.52E-176,B cell
RPL38.1,RPL38,7.71E-180,-2.42657664,0.944,0.99,1.47E-175,B cell
RPL21.1,RPL21,2.66E-179,-2.448902004,0.983,0.994,5.09E-175,B cell
RPL13.1,RPL13,2.91E-179,-1.971133087,1,0.999,5.56E-175,B cell
RPS25.1,RPS25,5.55E-179,-2.456902612,0.974,0.991,1.06E-174,B cell
RPL12.1,RPL12,8.33E-179,-2.456966688,0.974,0.988,1.59E-174,B cell
RPS20.1,RPS20,1.67E-178,-2.561835995,0.957,0.987,3.20E-174,B cell
RPS29.1,RPS29,1.56E-177,-2.86107986,0.963,0.991,2.97E-173,B cell
RPS2.1,RPS2,2.09E-177,-2.273018209,0.998,0.996,3.99E-173,B cell
RPS3.1,RPS3,2.46E-177,-2.226652425,0.989,0.996,4.71E-173,B cell
RPS18.1,RPS18,3.13E-177,-2.316824797,0.998,0.999,5.98E-173,B cell
RPL14.1,RPL14,6.81E-177,-2.190853408,0.968,0.996,1.30E-172,B cell
UBA52.1,UBA52,1.76E-176,-2.646134065,0.946,0.975,3.37E-172,B cell
RPL41.1,RPL41,1.78E-175,-2.621431659,0.993,0.996,3.41E-171,B cell
RPS3A.1,RPS3A,1.92E-175,-2.278716569,0.989,0.994,3.66E-171,B cell
PFN1.1,PFN1,4.45E-175,-3.342890016,0.61,0.961,8.50E-171,B cell
EEF1A1.1,EEF1A1,1.05E-174,-2.199032977,0.998,1,2.01E-170,B cell
RPS21.1,RPS21,1.37E-174,-2.717506294,0.859,0.98,2.62E-170,B cell
RPL34.1,RPL34,5.94E-174,-2.420558492,0.991,0.994,1.14E-169,B cell
RPS16.1,RPS16,3.03E-173,-2.097739823,0.987,0.996,5.79E-169,B cell
RPS28.1,RPS28,4.30E-173,-2.189708134,0.987,0.997,8.21E-169,B cell
RPL23A.1,RPL23A,6.49E-171,-2.14024868,0.993,0.99,1.24E-166,B cell
RPL35A.1,RPL35A,3.04E-170,-2.156079577,0.989,0.99,5.80E-166,B cell
RPL18A.1,RPL18A,6.35E-170,-1.898815956,0.998,0.996,1.21E-165,B cell
RPL31.1,RPL31,7.45E-170,-2.813293124,0.933,0.98,1.42E-165,B cell
MT-CO1.1,MT-CO1,1.11E-169,-1.954844972,1,0.996,2.13E-165,B cell
RPS6.1,RPS6,6.24E-169,-1.876604861,0.996,0.997,1.19E-164,B cell
RPL36.1,RPL36,8.55E-169,-2.516740962,0.944,0.974,1.63E-164,B cell
RPL35.1,RPL35,6.90E-168,-2.180705805,0.976,0.985,1.32E-163,B cell
B2M.1,B2M,7.25E-168,-1.826700062,1,1,1.39E-163,B cell
RPLP1.1,RPLP1,7.24E-167,-1.667109729,1,0.999,1.38E-162,B cell
HLA-A.1,HLA-A,1.96E-166,-2.635134906,0.952,0.985,3.74E-162,B cell
CD79A.1,CD79A,1.09E-165,1.489363946,0.915,0.057,2.09E-161,B cell
RPL37A.1,RPL37A,4.08E-165,-2.289496566,0.974,0.984,7.80E-161,B cell
FAU.1,FAU,2.90E-164,-1.980789713,0.981,0.987,5.54E-160,B cell
RPL27.1,RPL27,9.85E-164,-2.296247477,0.948,0.977,1.88E-159,B cell
RPS17.1,RPS17,1.74E-163,-2.069302605,0.994,0.984,3.33E-159,B cell
XBP1.1,XBP1,1.90E-163,2.192278055,0.996,0.349,3.62E-159,B cell
RPS9.1,RPS9,6.05E-163,-2.064372295,0.993,0.983,1.16E-158,B cell
IGLC2.1,IGLC2,6.37E-162,7.448299084,0.987,0.243,1.22E-157,B cell
RPS7.1,RPS7,9.33E-162,-1.894664938,0.981,0.987,1.78E-157,B cell
RPS14.1,RPS14,6.46E-161,-2.107092388,0.987,0.994,1.23E-156,B cell
RPL9.1,RPL9,7.92E-161,-2.100380586,0.978,0.981,1.51E-156,B cell
RPL29.1,RPL29,4.84E-160,-1.98828684,0.983,0.981,9.25E-156,B cell
RPL10.1,RPL10,2.00E-159,-1.765867863,1,0.997,3.82E-155,B cell
TNFRSF17.1,TNFRSF17,8.19E-159,1.40871693,0.766,0.009,1.56E-154,B cell
RPS11.1,RPS11,9.97E-157,-1.981266174,0.976,0.981,1.91E-152,B cell
RPL23.1,RPL23,1.95E-156,-2.265057154,0.896,0.959,3.73E-152,B cell
RPL7.1,RPL7,5.24E-156,-2.044765163,0.972,0.98,1.00E-151,B cell
RPL15.1,RPL15,1.32E-155,-1.769657338,0.996,0.988,2.52E-151,B cell
ATP5E.1,ATP5E,9.20E-155,-2.144110707,0.946,0.958,1.76E-150,B cell
RPSA.1,RPSA,1.37E-154,-2.248560708,0.931,0.968,2.61E-150,B cell
WT1-AS.1,WT1-AS,6.54E-154,1.415023925,0.733,0.003,1.25E-149,B cell
TPT1.1,TPT1,3.61E-153,-1.720618752,0.994,0.994,6.90E-149,B cell
RPS8.1,RPS8,5.58E-152,-1.681729107,0.996,0.993,1.07E-147,B cell
RPS13.1,RPS13,2.19E-151,-2.225716092,0.944,0.962,4.19E-147,B cell
RPL22.1,RPL22,2.01E-150,-2.11500709,0.904,0.955,3.83E-146,B cell
RPL10A.1,RPL10A,1.38E-149,-1.989548715,0.983,0.975,2.65E-145,B cell
RPL18.1,RPL18,1.16E-148,-1.72247949,0.989,0.977,2.22E-144,B cell
FTH1.1,FTH1,1.11E-147,-3.632925152,0.987,0.971,2.13E-143,B cell
SH3BGRL3.1,SH3BGRL3,3.84E-143,-3.210439972,0.497,0.894,7.34E-139,B cell
GAPDH.1,GAPDH,1.96E-142,-2.296227472,0.935,0.958,3.75E-138,B cell
FCRL5.1,FCRL5,2.19E-138,1.09427013,0.701,0.01,4.18E-134,B cell
CFL1.1,CFL1,6.36E-138,-2.782053591,0.662,0.901,1.21E-133,B cell
RPL6.1,RPL6,1.53E-135,-1.536327849,0.994,0.984,2.92E-131,B cell
RPL24.1,RPL24,2.59E-135,-1.644669089,0.961,0.967,4.95E-131,B cell
RRBP1.1,RRBP1,8.71E-134,1.382779643,0.944,0.167,1.66E-129,B cell
S100A6.1,S100A6,1.56E-130,-3.192192027,0.455,0.87,2.98E-126,B cell
SERF2.1,SERF2,1.61E-130,-1.789453521,0.933,0.94,3.08E-126,B cell
PFDN5.1,PFDN5,8.63E-129,-1.875972939,0.861,0.921,1.65E-124,B cell
SEC11C.1,SEC11C,2.38E-128,1.469166296,0.955,0.223,4.55E-124,B cell
FKBP11.1,FKBP11,2.77E-128,1.56316815,0.981,0.243,5.29E-124,B cell
GNB2L1.1,GNB2L1,3.52E-128,-1.807657411,0.959,0.945,6.73E-124,B cell
RPS4X.1,RPS4X,6.15E-128,-1.42336699,0.996,0.984,1.18E-123,B cell
IGKV1-12.1,IGKV1-12,1.34E-127,2.268815931,0.646,0.009,2.57E-123,B cell
S100A4.1,S100A4,1.28E-126,-3.823752522,0.423,0.853,2.45E-122,B cell
SRGN.1,SRGN,1.41E-125,-2.69526546,0.863,0.913,2.70E-121,B cell
RPL5.1,RPL5,2.03E-125,-1.611607647,0.993,0.968,3.88E-121,B cell
RPL8.1,RPL8,2.45E-124,-1.413268926,0.998,0.988,4.68E-120,B cell
MT-ND4.1,MT-ND4,6.57E-124,-1.663543589,1,0.99,1.25E-119,B cell
ACTG1.1,ACTG1,1.38E-123,-2.716417036,0.622,0.888,2.64E-119,B cell
MT-ATP6.1,MT-ATP6,1.55E-122,-1.653896907,1,0.985,2.96E-118,B cell
CD52.1,CD52,2.05E-122,-3.630405841,0.306,0.815,3.92E-118,B cell
NACA.1,NACA,4.47E-121,-1.610206113,0.944,0.94,8.55E-117,B cell
EIF1.1,EIF1,5.12E-121,-1.362017245,0.996,0.981,9.78E-117,B cell
MYL6.1,MYL6,7.68E-121,-2.032059317,0.926,0.91,1.47E-116,B cell
ITM2C.1,ITM2C,1.27E-120,1.161749758,0.904,0.137,2.43E-116,B cell
HCST.1,HCST,7.69E-119,-2.710717695,0.063,0.713,1.47E-114,B cell
RPS10.1,RPS10,1.36E-118,-2.112497794,0.792,0.895,2.61E-114,B cell
CORO1A.1,CORO1A,1.66E-118,-2.691494497,0.25,0.789,3.17E-114,B cell
RPL4.1,RPL4,4.74E-118,-1.774466963,0.939,0.92,9.06E-114,B cell
MT-CO3.1,MT-CO3,8.37E-118,-1.740347537,1,0.993,1.60E-113,B cell
SDC1.1,SDC1,1.10E-117,0.975767945,0.616,0.01,2.11E-113,B cell
MYL12A.1,MYL12A,1.40E-116,-2.532078798,0.367,0.814,2.67E-112,B cell
ERLEC1.1,ERLEC1,7.84E-116,1.101455159,0.874,0.14,1.50E-111,B cell
RPL3.1,RPL3,2.94E-114,-1.311906045,0.998,0.991,5.61E-110,B cell
S100A10.1,S100A10,1.35E-113,-2.709667896,0.262,0.782,2.58E-109,B cell
COX7C.1,COX7C,5.34E-113,-1.800437667,0.84,0.894,1.02E-108,B cell
IGLV3-1.1,IGLV3-1,2.61E-112,1.715553079,0.584,0.007,4.99E-108,B cell
VIM.1,VIM,4.25E-111,-2.682002167,0.612,0.853,8.13E-107,B cell
ARHGDIB.1,ARHGDIB,1.05E-110,-2.545270432,0.34,0.792,2.00E-106,B cell
HERPUD1.1,HERPUD1,2.61E-110,1.54524618,0.996,0.534,4.99E-106,B cell
TOMM7.1,TOMM7,6.59E-109,-2.283085782,0.635,0.846,1.26E-104,B cell
PIM2.1,PIM2,8.90E-109,1.147323609,0.824,0.121,1.70E-104,B cell
IGLC3.1,IGLC3,2.06E-108,6.086187127,0.957,0.233,3.94E-104,B cell
LAPTM5.1,LAPTM5,3.21E-108,-2.498210731,0.117,0.705,6.13E-104,B cell
HLA-E.1,HLA-E,7.62E-108,-1.825973331,0.855,0.898,1.46E-103,B cell
HLA-B.1,HLA-B,7.68E-108,-1.232684485,1,0.993,1.47E-103,B cell
HLA-C.1,HLA-C,3.04E-105,-1.208914624,0.996,0.991,5.80E-101,B cell
IGHM.1,IGHM,8.04E-104,1.751208146,0.597,0.028,1.54E-99,B cell
MT-ND2.1,MT-ND2,2.23E-103,-1.450842429,1,0.981,4.26E-99,B cell
SPAG4.1,SPAG4,5.11E-103,0.769188854,0.575,0.015,9.77E-99,B cell
IGKV1-5.1,IGKV1-5,1.07E-102,1.835339314,0.597,0.032,2.05E-98,B cell
MT-CO2.1,MT-CO2,1.27E-102,-1.488534637,1,0.993,2.43E-98,B cell
COBLL1.1,COBLL1,6.34E-102,1.001025656,0.588,0.023,1.21E-97,B cell
H3F3A.1,H3F3A,2.37E-101,-1.971491711,0.911,0.882,4.53E-97,B cell
RPS5.1,RPS5,7.60E-101,-1.312796845,0.994,0.955,1.45E-96,B cell
IGHV1-46.1,IGHV1-46,9.91E-101,0.972788903,0.609,0.035,1.89E-96,B cell
BTF3.1,BTF3,1.13E-100,-1.991440388,0.672,0.833,2.15E-96,B cell
PTPRC.1,PTPRC,4.45E-99,-2.695949757,0.254,0.741,8.51E-95,B cell
RAB30.1,RAB30,5.68E-99,0.966975287,0.583,0.026,1.09E-94,B cell
PABPC1.1,PABPC1,7.31E-98,-2.191056615,0.623,0.822,1.40E-93,B cell
RPL7A.1,RPL7A,7.47E-98,-1.103085377,0.998,0.985,1.43E-93,B cell
TMA7.1,TMA7,3.14E-96,-1.922277371,0.74,0.838,6.00E-92,B cell
DNAJB9.1,DNAJB9,1.72E-95,1.140542943,0.904,0.234,3.28E-91,B cell
MT-ND3.1,MT-ND3,1.89E-95,-1.579115209,0.994,0.965,3.61E-91,B cell
NAP1L1.1,NAP1L1,2.81E-95,-2.207390529,0.445,0.78,5.36E-91,B cell
MT-CYB.1,MT-CYB,9.97E-95,-1.460031628,0.998,0.971,1.90E-90,B cell
ID2.1,ID2,1.70E-94,-2.874520592,0.18,0.691,3.25E-90,B cell
COMMD6.1,COMMD6,6.61E-94,-2.107604566,0.39,0.761,1.26E-89,B cell
ARPC1B.1,ARPC1B,2.62E-92,-2.413899965,0.315,0.731,5.00E-88,B cell
ARPC2.1,ARPC2,2.21E-91,-1.912365338,0.757,0.833,4.22E-87,B cell
ANXA1.1,ANXA1,8.70E-90,-2.796585054,0.145,0.658,1.66E-85,B cell
PLPP5.1,PLPP5,3.40E-89,0.730476154,0.686,0.087,6.50E-85,B cell
ITM2B.1,ITM2B,1.31E-88,-2.314867217,0.586,0.798,2.51E-84,B cell
PPIA.1,PPIA,1.47E-88,-2.09212643,0.614,0.798,2.80E-84,B cell
JUNB.1,JUNB,4.46E-88,-2.629447209,0.692,0.827,8.52E-84,B cell
REL.1,REL,8.54E-88,-2.432661,0.108,0.626,1.63E-83,B cell
BTG1.1,BTG1,4.24E-87,-2.517467151,0.742,0.852,8.10E-83,B cell
ANKRD28.1,ANKRD28,5.00E-87,1.024895527,0.85,0.197,9.56E-83,B cell
RPL36A.1,RPL36A,5.13E-87,-2.234106834,0.473,0.776,9.81E-83,B cell
PRDM1.1,PRDM1,1.66E-86,1.015464548,0.755,0.135,3.17E-82,B cell
HINT1.1,HINT1,2.67E-86,-1.803574646,0.74,0.828,5.11E-82,B cell
RPLP0.1,RPLP0,9.09E-86,-1.215761546,0.993,0.953,1.74E-81,B cell
S100A11,S100A11,6.31E-85,-2.6097404,0.429,0.744,1.21E-80,B cell
ARPC3.1,ARPC3,2.62E-84,-2.07415073,0.588,0.777,5.01E-80,B cell
SPCS2.1,SPCS2,1.04E-82,1.031394514,0.985,0.426,1.98E-78,B cell
SRP14.1,SRP14,2.33E-82,-1.615397423,0.72,0.824,4.46E-78,B cell
IL32.1,IL32,2.36E-82,-3.792202456,0.269,0.687,4.51E-78,B cell
SEL1L.1,SEL1L,3.35E-82,0.661586903,0.672,0.092,6.41E-78,B cell
FKBP2.1,FKBP2,6.82E-82,1.025140988,0.961,0.348,1.30E-77,B cell
FXYD5.1,FXYD5,1.03E-81,-2.088423953,0.271,0.686,1.97E-77,B cell
TPM3.1,TPM3,1.02E-80,-2.108240702,0.321,0.7,1.94E-76,B cell
ATP5L.1,ATP5L,1.09E-80,-1.491531302,0.848,0.84,2.07E-76,B cell
HNRNPA1.1,HNRNPA1,2.32E-80,-1.942710715,0.66,0.789,4.43E-76,B cell
FYB.1,FYB,7.27E-80,-1.865874631,0.032,0.533,1.39E-75,B cell
MYL12B.1,MYL12B,2.52E-79,-2.00009644,0.28,0.683,4.82E-75,B cell
LMAN1.1,LMAN1,3.19E-79,0.679582978,0.74,0.135,6.10E-75,B cell
IFITM2.1,IFITM2,6.33E-79,-2.191620613,0.124,0.604,1.21E-74,B cell
CXCR4.1,CXCR4,1.17E-78,-2.582359841,0.696,0.825,2.24E-74,B cell
CD48.1,CD48,3.88E-78,-1.857003984,0.093,0.579,7.42E-74,B cell
HMGB1.1,HMGB1,3.23E-77,-2.030255427,0.82,0.831,6.17E-73,B cell
COX4I1.1,COX4I1,4.14E-77,-1.595951267,0.846,0.821,7.90E-73,B cell
IGLV6-57.1,IGLV6-57,7.19E-77,1.046198458,0.416,0,1.37E-72,B cell
HLA-DPB1,HLA-DPB1,3.91E-76,-4.257256649,0.148,0.604,7.48E-72,B cell
CALM2.1,CALM2,9.18E-75,-1.96750412,0.716,0.785,1.75E-70,B cell
EEF1D.1,EEF1D,1.81E-74,-1.00372557,0.987,0.939,3.45E-70,B cell
CAPZB.1,CAPZB,4.81E-74,-1.837038561,0.219,0.636,9.19E-70,B cell
SELM.1,SELM,2.50E-73,0.584509306,0.677,0.111,4.77E-69,B cell
HNRNPA2B1.1,HNRNPA2B1,5.21E-73,-1.8568911,0.631,0.771,9.96E-69,B cell
NPM1.1,NPM1,1.77E-72,-1.70345875,0.688,0.783,3.38E-68,B cell
CLIC1.1,CLIC1,9.27E-72,-1.882752501,0.482,0.723,1.77E-67,B cell
EVL.1,EVL,3.55E-70,-1.87593166,0.095,0.544,6.78E-66,B cell
NBEAL1.1,NBEAL1,6.81E-70,-1.824345978,0.395,0.702,1.30E-65,B cell
ITGB2.1,ITGB2,2.08E-69,-1.834525081,0.076,0.525,3.97E-65,B cell
JSRP1.1,JSRP1,3.84E-69,0.720911909,0.391,0.004,7.34E-65,B cell
SPCS3.1,SPCS3,4.12E-69,0.799075073,0.905,0.272,7.86E-65,B cell
H3F3B.1,H3F3B,8.95E-69,-1.200651039,0.987,0.953,1.71E-64,B cell
DDX5.1,DDX5,9.86E-69,-1.409639823,0.889,0.86,1.88E-64,B cell
ATP5G2.1,ATP5G2,1.15E-67,-1.707981327,0.707,0.764,2.21E-63,B cell
YWHAB.1,YWHAB,1.94E-67,-1.749577022,0.349,0.67,3.70E-63,B cell
VIMP.1,VIMP,2.32E-67,0.765246344,0.92,0.279,4.43E-63,B cell
SARAF.1,SARAF,8.84E-67,-1.736816386,0.694,0.766,1.69E-62,B cell
CD3D.1,CD3D,2.50E-66,-2.589972273,0.154,0.569,4.78E-62,B cell
SUMO2.1,SUMO2,3.14E-66,-1.670056201,0.627,0.747,6.00E-62,B cell
LRRFIP1.1,LRRFIP1,8.20E-66,-1.860602873,0.184,0.59,1.57E-61,B cell
POU2AF1.1,POU2AF1,2.23E-65,0.46123779,0.401,0.013,4.27E-61,B cell
LCP1.1,LCP1,5.69E-65,-1.792493277,0.111,0.534,1.09E-60,B cell
ZFAS1.1,ZFAS1,3.97E-64,-1.790803809,0.193,0.585,7.59E-60,B cell
HSPA8.1,HSPA8,9.68E-64,-1.664571038,0.911,0.892,1.85E-59,B cell
RPL36AL.1,RPL36AL,3.39E-63,-1.025318356,0.968,0.895,6.48E-59,B cell
SLAMF7.1,SLAMF7,1.05E-62,0.51558553,0.532,0.073,2.00E-58,B cell
TXNDC11,TXNDC11,1.07E-61,0.439435817,0.538,0.074,2.05E-57,B cell
IGHA1.1,IGHA1,3.86E-61,4.081904396,0.527,0.073,7.38E-57,B cell
HIST1H2BG.1,HIST1H2BG,5.57E-61,0.697220831,0.466,0.047,1.07E-56,B cell
CD2.1,CD2,1.38E-60,-2.229324344,0.072,0.482,2.64E-56,B cell
GMFG.1,GMFG,1.47E-60,-1.821194047,0.386,0.658,2.82E-56,B cell
HSP90B1.1,HSP90B1,2.69E-60,0.912660292,0.974,0.434,5.15E-56,B cell
MALAT1.1,MALAT1,6.22E-60,-1.331816811,1,1,1.19E-55,B cell
MT-ND1.1,MT-ND1,8.51E-60,-1.075377612,0.994,0.942,1.63E-55,B cell
TXNDC15,TXNDC15,2.10E-59,0.466099024,0.623,0.121,4.01E-55,B cell
CADM1.1,CADM1,3.20E-59,0.485545478,0.434,0.038,6.11E-55,B cell
FNDC3B.1,FNDC3B,4.71E-59,0.472848104,0.497,0.064,9.00E-55,B cell
CD38,CD38,4.85E-58,0.419278854,0.592,0.108,9.26E-54,B cell
EEF1B2.1,EEF1B2,1.14E-57,-1.202032904,0.946,0.849,2.18E-53,B cell
CCNI.1,CCNI,1.62E-57,-1.623341526,0.588,0.718,3.09E-53,B cell
BHLHE41.1,BHLHE41,2.02E-57,0.527695711,0.38,0.02,3.86E-53,B cell
HLA-DRB1.1,HLA-DRB1,2.22E-57,-4.439933701,0.275,0.598,4.23E-53,B cell
CALM1.1,CALM1,3.78E-57,-1.587394426,0.813,0.799,7.23E-53,B cell
DEK.1,DEK,3.81E-57,-1.575718961,0.013,0.397,7.28E-53,B cell
ZBP1,ZBP1,2.93E-56,0.415243159,0.438,0.044,5.60E-52,B cell
UBE2D3.1,UBE2D3,5.27E-56,-1.557435123,0.562,0.7,1.01E-51,B cell
SEL1L3.1,SEL1L3,8.63E-56,0.442736075,0.499,0.073,1.65E-51,B cell
UBE2J1.1,UBE2J1,8.93E-56,0.525231181,0.699,0.175,1.71E-51,B cell
CHPF.1,CHPF,9.97E-56,0.405699853,0.353,0.013,1.91E-51,B cell
SDF2L1.1,SDF2L1,1.99E-55,0.598783376,0.787,0.227,3.80E-51,B cell
KDELR1.1,KDELR1,2.19E-55,0.49551423,0.692,0.172,4.19E-51,B cell
OAZ1,OAZ1,3.06E-55,-1.103279062,0.983,0.897,5.86E-51,B cell
LTB.1,LTB,6.20E-55,-3.161056565,0.158,0.525,1.18E-50,B cell
SSR3.1,SSR3,7.24E-55,0.743155548,0.942,0.377,1.38E-50,B cell
ABRACL.1,ABRACL,7.25E-55,-1.487375675,0.135,0.511,1.39E-50,B cell
HNRNPK.1,HNRNPK,3.19E-54,-1.524420945,0.464,0.667,6.09E-50,B cell
COTL1.1,COTL1,4.64E-54,-1.832819099,0.063,0.441,8.87E-50,B cell
CD3E.1,CD3E,1.02E-53,-1.79651003,0.071,0.447,1.95E-49,B cell
ARPC5.1,ARPC5,1.04E-53,-1.833631655,0.28,0.587,1.98E-49,B cell
FBXW7.1,FBXW7,1.05E-53,0.452765508,0.551,0.1,2.02E-49,B cell
C19orf43.1,C19orf43,3.10E-53,-1.525251339,0.44,0.658,5.93E-49,B cell
UBL5.1,UBL5,4.56E-53,-1.457334748,0.622,0.71,8.72E-49,B cell
TRAC.1,TRAC,6.27E-53,-2.460022135,0.154,0.514,1.20E-48,B cell
RALGPS2.1,RALGPS2,1.48E-52,0.392561602,0.395,0.035,2.82E-48,B cell
SIL1.1,SIL1,2.81E-52,0.396036752,0.488,0.076,5.37E-48,B cell
ENO1.1,ENO1,2.87E-52,-1.787980257,0.351,0.619,5.48E-48,B cell
PPDPF.1,PPDPF,3.08E-52,-1.68151571,0.492,0.674,5.88E-48,B cell
DOK2.1,DOK2,1.37E-51,-1.610861092,0.061,0.426,2.61E-47,B cell
SKP1.1,SKP1,1.78E-51,-1.441209098,0.571,0.693,3.41E-47,B cell
CRELD2,CRELD2,2.70E-51,0.430565446,0.662,0.156,5.15E-47,B cell
COX6C.1,COX6C,3.42E-51,-1.535310107,0.542,0.681,6.53E-47,B cell
RILPL2,RILPL2,4.03E-51,-1.597428121,0.046,0.408,7.70E-47,B cell
MTRNR2L8.1,MTRNR2L8,7.75E-51,-1.684727081,0.764,0.793,1.48E-46,B cell
CHCHD2.1,CHCHD2,8.33E-51,-1.225401434,0.833,0.779,1.59E-46,B cell
HLA-DQA1.1,HLA-DQA1,2.22E-50,-2.807013808,0.054,0.412,4.23E-46,B cell
GPSM3.1,GPSM3,2.38E-50,-1.525733623,0.215,0.543,4.54E-46,B cell
EAF2.1,EAF2,4.11E-50,0.43524029,0.393,0.042,7.86E-46,B cell
PSMA7.1,PSMA7,7.99E-50,-1.576345126,0.614,0.699,1.53E-45,B cell
RGS10.1,RGS10,9.49E-50,-1.486466926,0.078,0.434,1.81E-45,B cell
FNDC3A.1,FNDC3A,9.97E-50,0.339858604,0.464,0.068,1.90E-45,B cell
CD37.1,CD37,1.24E-49,-1.677984336,0.321,0.595,2.37E-45,B cell
UQCR11.1,UQCR11,1.83E-49,-1.478453873,0.544,0.677,3.50E-45,B cell
DNAJC1,DNAJC1,2.07E-49,0.319492571,0.653,0.154,3.96E-45,B cell
UQCRB.1,UQCRB,2.09E-49,-1.553126124,0.551,0.681,3.99E-45,B cell
EIF3K.1,EIF3K,3.41E-49,-1.429465338,0.642,0.706,6.52E-45,B cell
ARL6IP5.1,ARL6IP5,5.53E-49,-1.480032126,0.208,0.534,1.06E-44,B cell
HMGN1.1,HMGN1,7.59E-49,-1.607778404,0.382,0.62,1.45E-44,B cell
RPS4Y1.1,RPS4Y1,8.45E-49,-1.667752718,0.503,0.661,1.61E-44,B cell
ALOX5AP.1,ALOX5AP,8.94E-49,-1.766385731,0.096,0.447,1.71E-44,B cell
FUS.1,FUS,1.97E-48,-1.663652302,0.301,0.587,3.77E-44,B cell
SNRPD2.1,SNRPD2,2.22E-48,-1.642283,0.449,0.642,4.25E-44,B cell
EHMT1,EHMT1,3.38E-48,0.37099272,0.503,0.093,6.46E-44,B cell
IFNAR2.1,IFNAR2,5.21E-48,0.387168805,0.581,0.132,9.96E-44,B cell
CREM.1,CREM,1.59E-47,-2.287389114,0.523,0.683,3.04E-43,B cell
EIF3E.1,EIF3E,1.65E-47,-1.3868362,0.777,0.748,3.15E-43,B cell
FAM46C,FAM46C,2.79E-47,0.309067599,0.8,0.227,5.33E-43,B cell
GLTSCR2.1,GLTSCR2,4.40E-47,-1.380986496,0.692,0.725,8.40E-43,B cell
TMEM45A.1,TMEM45A,4.88E-47,0.359335844,0.28,0.004,9.33E-43,B cell
GADD45A,GADD45A,5.00E-47,0.526688141,0.54,0.115,9.54E-43,B cell
TPD52,TPD52,5.10E-47,0.349006292,0.553,0.115,9.74E-43,B cell
FAM49B.1,FAM49B,6.39E-47,-1.517483907,0.178,0.502,1.22E-42,B cell
SOD1.1,SOD1,1.44E-46,-1.599660471,0.659,0.713,2.76E-42,B cell
TUBA1A.1,TUBA1A,1.70E-46,-1.639404252,0.072,0.412,3.24E-42,B cell
LST1.1,LST1,1.98E-46,-2.130006282,0.03,0.361,3.77E-42,B cell
PDK1,PDK1,2.23E-46,0.36004243,0.328,0.022,4.27E-42,B cell
CDC42.1,CDC42,2.38E-46,-1.590845645,0.375,0.608,4.55E-42,B cell
SDCBP,SDCBP,2.61E-46,-1.634477529,0.108,0.444,4.99E-42,B cell
LY96.1,LY96,3.78E-46,0.343871147,0.757,0.217,7.22E-42,B cell
TAGLN2.1,TAGLN2,1.23E-45,-1.548847944,0.36,0.601,2.36E-41,B cell
CD74.1,CD74,1.79E-45,-3.719340469,0.898,0.757,3.43E-41,B cell
CAV1,CAV1,1.87E-45,0.351735133,0.306,0.016,3.58E-41,B cell
DBI.1,DBI,3.54E-45,-1.688002119,0.293,0.56,6.77E-41,B cell
PNOC.1,PNOC,1.19E-44,0.319292644,0.291,0.012,2.28E-40,B cell
TRAM1.1,TRAM1,1.24E-44,0.491251823,0.861,0.31,2.37E-40,B cell
IGHA2.1,IGHA2,2.86E-44,2.604291975,0.271,0.006,5.46E-40,B cell
MANF,MANF,3.70E-44,0.409659735,0.731,0.214,7.06E-40,B cell
NR4A2.1,NR4A2,6.87E-44,-1.824109946,0.174,0.489,1.31E-39,B cell
PECAM1.1,PECAM1,1.03E-43,0.41067753,0.527,0.118,1.97E-39,B cell
DNAAF1.1,DNAAF1,1.07E-43,0.945947922,0.302,0.02,2.05E-39,B cell
TNFRSF1B.1,TNFRSF1B,1.14E-43,-1.332922376,0.039,0.358,2.18E-39,B cell
FAM92B.1,FAM92B,2.19E-43,0.388196495,0.249,0,4.19E-39,B cell
ARL4C.1,ARL4C,3.13E-43,-1.461769584,0.05,0.37,5.98E-39,B cell
QPRT,QPRT,4.74E-43,0.31032845,0.384,0.051,9.06E-39,B cell
SPATS2,SPATS2,5.72E-43,0.277509502,0.421,0.067,1.09E-38,B cell
HMGB2.1,HMGB2,5.88E-43,-2.294373079,0.134,0.45,1.12E-38,B cell
HNRNPC.1,HNRNPC,7.22E-43,-1.460402009,0.594,0.67,1.38E-38,B cell
